0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,6.666666666666666297e-01,6.666666666666666297e-01,2.453559924999298980e-01,1.245355992499929787e+00,7.135254915624210659e-01,4.927050983124841577e-01,0.000000000000000000e+00,1.000000000000000000e+00,6.666666666666666297e-01,6.666666666666666297e-01
1.010101010101010187e-02,9.898989898989899450e-01,0.000000000000000000e+00,9.898989898989899450e-01,6.644067796610169108e-01,6.644067796610169108e-01,2.453559924999298980e-01,1.235254982398919843e+00,7.118579084505666232e-01,4.910375152006297150e-01,0.000000000000000000e+00,9.898989898989899450e-01,6.644067796610169108e-01,6.644067796610169108e-01
2.020202020202020374e-02,9.797979797979797789e-01,0.000000000000000000e+00,9.797979797979797789e-01,6.621160409556314796e-01,6.621160409556314796e-01,2.453559924999298980e-01,1.225153972297909677e+00,7.101707974888764596e-01,4.893504042389395514e-01,0.000000000000000000e+00,9.797979797979797789e-01,6.621160409556314796e-01,6.621160409556314796e-01
3.030303030303030387e-02,9.696969696969697239e-01,0.000000000000000000e+00,9.696969696969697239e-01,6.597938144329896781e-01,6.597938144329896781e-01,2.453559924999298980e-01,1.215052962196899511e+00,7.084638136425103205e-01,4.876434203925734123e-01,0.000000000000000000e+00,9.696969696969697239e-01,6.597938144329896781e-01,6.597938144329896781e-01
4.040404040404040747e-02,9.595959595959595578e-01,0.000000000000000000e+00,9.595959595959595578e-01,6.574394463667819766e-01,6.574394463667819766e-01,2.453559924999298980e-01,1.204951952095889567e+00,7.067366036999739309e-01,4.859162104500370227e-01,0.000000000000000000e+00,9.595959595959595578e-01,6.574394463667819766e-01,6.574394463667819766e-01
5.050505050505051108e-02,9.494949494949495028e-01,0.000000000000000000e+00,9.494949494949495028e-01,6.550522648083624278e-01,6.550522648083624278e-01,2.453559924999298980e-01,1.194850941994879401e+00,7.049888060294622338e-01,4.841684127795253256e-01,0.000000000000000000e+00,9.494949494949495028e-01,6.550522648083624278e-01,6.550522648083624278e-01
6.060606060606060774e-02,9.393939393939394478e-01,0.000000000000000000e+00,9.393939393939394478e-01,6.526315789473684514e-01,6.526315789473684514e-01,2.453559924999298980e-01,1.184749931893869235e+00,7.032200503264377511e-01,4.823996570765008429e-01,0.000000000000000000e+00,9.393939393939394478e-01,6.526315789473684514e-01,6.526315789473684514e-01
7.070707070707071829e-02,9.292929292929292817e-01,0.000000000000000000e+00,9.292929292929292817e-01,6.501766784452296388e-01,6.501766784452296388e-01,2.453559924999298980e-01,1.174648921792859291e+00,7.014299573520723641e-01,4.806095641021354559e-01,0.000000000000000000e+00,9.292929292929292817e-01,6.501766784452296388e-01,6.501766784452296388e-01
8.080808080808081495e-02,9.191919191919192267e-01,0.000000000000000000e+00,9.191919191919192267e-01,6.476868327402135472e-01,6.476868327402135472e-01,2.453559924999298980e-01,1.164547911691849125e+00,6.996181386621672660e-01,4.787977454122303578e-01,0.000000000000000000e+00,9.191919191919192267e-01,6.476868327402135472e-01,6.476868327402135472e-01
9.090909090909091161e-02,9.090909090909090606e-01,0.000000000000000000e+00,9.090909090909090606e-01,6.451612903225806273e-01,6.451612903225806273e-01,2.453559924999298980e-01,1.154446901590838959e+00,6.977841963261417479e-01,4.769638030762048397e-01,0.000000000000000000e+00,9.090909090909090606e-01,6.451612903225806273e-01,6.451612903225806273e-01
